ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,UnitMultiplier,Units_code,Units_desc,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,years,value_1993,value_1994,value_1995,value_1996,value_1997,value_1998,value_1999,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,value_2020,value_2021,latest_value,footnotes,nature
214,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,266,Gabon,4,17,Middle Africa,Country,11.78727747,-0.60687619,GAB,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.955,0.95463,0.95441,0.95424,0.95398,0.95399,0.95357,0.95356,0.95344,0.95326,0.95323,0.95318,0.95311,0.9534,0.95328,0.95353,0.95317,0.95323,0.95334,0.95335,0.95329,0.9533,0.95334,0.95346,0.95335,0.95328,0.9531,0.95332,0.9531,0.9531,,E: Estimated data
215,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,270,Gambia,4,11,Western Africa,Country,-15.39944785,13.45295927,GMB,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.98061,0.98042,0.98023,0.98015,0.98011,0.98007,0.98001,0.98,0.97997,0.97996,0.97996,0.97995,0.97992,0.97988,0.97983,0.97979,0.97971,0.97962,0.97956,0.97952,0.97948,0.97944,0.9794,0.97937,0.97932,0.9793,0.97926,0.97923,0.9792,0.9792,,E: Estimated data
216,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,268,Georgia,4,145,Western Asia,Country,43.3713615,42.04813028,GEO,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.90494,0.90485,0.90473,0.90459,0.90442,0.90426,0.90406,0.90391,0.9037,0.90347,0.9032,0.9026,0.89964,0.896,0.89244,0.88909,0.88893,0.88877,0.88867,0.8886,0.88853,0.88849,0.88837,0.88834,0.88827,0.88816,0.88814,0.88806,0.88797,0.88797,,E: Estimated data
217,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,276,Germany,5,155,Western Europe,Country,10.3806066,51.08862743,DEU,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.9838,0.98372,0.98353,0.98316,0.9828,0.98244,0.98206,0.98177,0.98166,0.98157,0.98153,0.98149,0.9815,0.9815,0.98154,0.98156,0.9816,0.98164,0.98167,0.9817,0.98171,0.9817,0.98169,0.98168,0.9817,0.98173,0.98176,0.98179,0.98183,0.98183,,E: Estimated data
218,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,288,Ghana,4,11,Western Africa,Country,-1.205623522,7.964825185,GHA,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.83901,0.83892,0.83877,0.83882,0.83869,0.83881,0.83882,0.83898,0.83907,0.83919,0.83923,0.83932,0.83933,0.83943,0.8394,0.83944,0.83936,0.83933,0.8394,0.83944,0.83919,0.8393,0.83926,0.83915,0.83924,0.83931,0.83929,0.83926,0.83919,0.83919,,E: Estimated data
219,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,292,Gibraltar,5,39,Southern Europe,Country,-5.347561686,36.13895036,GIB,0,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.95732,0.95648,0.95567,0.9548,0.95393,0.95302,0.95238,0.95173,0.95138,0.95098,0.95075,0.95026,0.94997,0.94948,0.94873,0.94806,0.94741,0.94648,0.94572,0.94452,0.94297,0.94194,0.94044,0.93907,0.9373,0.93583,0.93414,0.93263,0.93148,0.93148,,E: Estimated data
220,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,300,Greece,5,39,Southern Europe,Country,22.58307827,39.47301873,GRC,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.84358,0.84297,0.8422,0.84147,0.84052,0.83981,0.83951,0.83948,0.8395,0.8398,0.84034,0.84107,0.84162,0.84204,0.84216,0.84233,0.84244,0.84251,0.84238,0.84176,0.84105,0.84012,0.83915,0.83838,0.83741,0.83634,0.83543,0.83502,0.8341,0.8341,,E: Estimated data
221,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,304,Greenland,4,21,Northern America,Country,-41.39371316,74.75625681,GRL,0,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.94621,0.94553,0.94479,0.94406,0.9433,0.94237,0.94131,0.93999,0.9386,0.93727,0.9361,0.93476,0.93343,0.93173,0.93034,0.92919,0.92835,0.92744,0.92592,0.92358,0.92099,0.91858,0.91603,0.91359,0.91243,0.91133,0.91076,0.9101,0.90956,0.90956,,E: Estimated data
222,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,308,Grenada,4,29,Caribbean,Country,-61.68248568,12.11238395,GRD,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.71375,0.71352,0.71314,0.71221,0.71125,0.71,0.70859,0.70757,0.70608,0.70512,0.704,0.7029,0.70181,0.70062,0.69956,0.69856,0.69756,0.69614,0.69518,0.69391,0.69287,0.69162,0.69061,0.68892,0.68782,0.68634,0.68551,0.6844,0.68325,0.68325,,E: Estimated data
223,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,312,Guadeloupe,4,29,Caribbean,Country,-61.64762115,16.14416917,GLP,0,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.63116,0.63077,0.63038,0.62999,0.6296,0.62921,0.62882,0.62843,0.62804,0.62765,0.62726,0.62687,0.62659,0.62619,0.62589,0.62548,0.62503,0.62467,0.62415,0.62389,0.62351,0.62298,0.62271,0.62212,0.62183,0.62127,0.62092,0.62062,0.62011,0.62011,,E: Estimated data
224,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,316,Guam,4,543,Oceania (exc. Australia and New Zealand),Country,144.7029305,13.35485404,GUM,0,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.69238,0.68648,0.675,0.66503,0.65084,0.64199,0.63015,0.61791,0.60562,0.59669,0.58808,0.57643,0.56647,0.55284,0.5418,0.53007,0.51674,0.50861,0.49515,0.48318,0.47125,0.46078,0.45023,0.44033,0.43054,0.41904,0.40752,0.39469,0.38398,0.38398,,E: Estimated data
225,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,316,Guam,4,543,Oceania (exc. Australia and New Zealand),Country,144.7029305,13.35485404,GUM,0,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.69238,0.68648,0.675,0.66503,0.65084,0.64199,0.63015,0.61791,0.60562,0.59669,0.58808,0.57643,0.56647,0.55284,0.5418,0.53007,0.51674,0.50861,0.49515,0.48318,0.47125,0.46078,0.45023,0.44033,0.43054,0.41904,0.40752,0.39469,0.38398,0.38398,,E: Estimated data
226,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,320,Guatemala,4,13,Central America,Country,-91.2312746,15.00273719,GTM,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.75202,0.75171,0.75096,0.74988,0.74891,0.74755,0.74583,0.74442,0.74292,0.74153,0.74,0.73863,0.73733,0.73622,0.73477,0.73385,0.73241,0.7315,0.72936,0.72848,0.72695,0.72576,0.72408,0.72198,0.72115,0.72014,0.71813,0.71678,0.71522,0.71522,,E: Estimated data
227,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,324,Guinea,4,11,Western Africa,Country,-11.28173419,11.00210343,GIN,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.89155,0.89155,0.89143,0.89144,0.89138,0.89152,0.89154,0.89172,0.89188,0.89196,0.89208,0.8924,0.89246,0.8925,0.89247,0.89242,0.89234,0.89243,0.89218,0.89215,0.89228,0.89221,0.89238,0.89235,0.89246,0.89272,0.89271,0.89255,0.89256,0.89256,,E: Estimated data
228,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,624,Guinea-Bissau,4,11,Western Africa,Country,-14.40182514,12.11760394,GNB,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.92106,0.92078,0.92059,0.92046,0.92037,0.9203,0.92023,0.92014,0.92007,0.91997,0.91988,0.91979,0.91969,0.91961,0.91948,0.91935,0.91927,0.91914,0.91905,0.91896,0.91888,0.91883,0.9188,0.91875,0.91872,0.91867,0.91862,0.91856,0.91854,0.91854,,E: Estimated data
229,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,328,Guyana,4,5,South America,Country,-58.97322037,4.788012784,GUY,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.87855,0.87864,0.87864,0.87847,0.87847,0.8784,0.87845,0.87848,0.87852,0.87844,0.87839,0.87838,0.87825,0.87826,0.87806,0.87783,0.87717,0.87669,0.87637,0.87584,0.87542,0.87524,0.87521,0.87517,0.87509,0.87512,0.87495,0.87493,0.87481,0.87481,,E: Estimated data
230,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,332,Haiti,4,29,Caribbean,Country,-72.33640958,18.40426539,HTI,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.76645,0.76546,0.76454,0.76314,0.76141,0.75952,0.75779,0.75573,0.75389,0.75204,0.75003,0.74842,0.74639,0.74482,0.74281,0.74107,0.73925,0.73742,0.73538,0.73397,0.73167,0.73007,0.72811,0.7264,0.72497,0.72294,0.72087,0.71879,0.717,0.717,,E: Estimated data
231,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,334,Heard Island and McDonald Islands,4,53,Australia and New Zealand,Country,73.52633626,-53.09106147,HMD,0,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.91003,0.9099,0.91042,0.91065,0.91116,0.91103,0.91096,0.91152,0.91115,0.91084,0.9105,0.91064,0.91101,0.91142,0.91213,0.91285,0.91296,0.91384,0.91435,0.91496,0.91551,0.91541,0.91646,0.91653,0.91734,0.9177,0.91833,0.91846,0.91893,0.91893,,E: Estimated data
232,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,336,Holy See,5,39,Southern Europe,Country,12.45315803,41.90343751,VAT,0,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.93486,0.93486,0.93465,0.93443,0.93422,0.93401,0.9338,0.93358,0.93354,0.93349,0.93345,0.93341,0.93341,0.93341,0.93341,0.93341,0.93348,0.93356,0.93364,0.93372,0.93372,0.93372,0.93372,0.93372,0.93372,0.93372,0.93372,0.93372,0.93372,0.93372,,E: Estimated data
233,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,340,Honduras,4,13,Central America,Country,-86.59974381,14.82243161,HND,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.78217,0.78162,0.78094,0.77988,0.77832,0.77681,0.7755,0.77378,0.77248,0.77046,0.769,0.76751,0.7659,0.76437,0.76316,0.76117,0.76,0.75823,0.75669,0.75518,0.754,0.75155,0.75036,0.74885,0.74734,0.74602,0.74462,0.74273,0.74116,0.74116,,E: Estimated data
234,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,348,Hungary,5,151,Eastern Europe,Country,19.41221519,47.1651448,HUN,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.86592,0.86571,0.86534,0.86495,0.86454,0.86409,0.86369,0.86356,0.86349,0.86331,0.86336,0.86338,0.86345,0.86351,0.86362,0.86371,0.86378,0.86384,0.86392,0.864,0.86407,0.86412,0.86417,0.86426,0.86432,0.86436,0.86442,0.86448,0.86455,0.86455,,E: Estimated data
235,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,352,Iceland,5,154,Northern Europe,Country,-19.02116966,64.79134763,ISL,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.8789,0.87897,0.87861,0.87855,0.87758,0.87564,0.87286,0.873,0.87214,0.87229,0.87175,0.8712,0.87238,0.87447,0.8753,0.8765,0.87708,0.87808,0.87685,0.87497,0.87142,0.86953,0.86705,0.86601,0.86534,0.86515,0.86531,0.86549,0.86552,0.86552,,E: Estimated data
236,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,356,India,4,34,Southern Asia,Country,79.3608464,22.34642074,IND,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.76794,0.76707,0.7653,0.76375,0.75963,0.75723,0.75322,0.74842,0.74558,0.74131,0.73775,0.73385,0.72977,0.72628,0.72207,0.71878,0.71546,0.71159,0.7085,0.70425,0.69973,0.69628,0.69324,0.68934,0.68567,0.68257,0.67899,0.67496,0.67147,0.67147,,E: Estimated data
237,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,360,Indonesia,4,35,South-Eastern Asia,Country,113.9174,-0.994582204,IDN,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.86011,0.85955,0.85836,0.85631,0.85296,0.84862,0.84444,0.8398,0.83637,0.83139,0.82757,0.8243,0.82027,0.81565,0.81225,0.80826,0.8046,0.80204,0.79733,0.79323,0.78855,0.78485,0.78061,0.77608,0.77231,0.76887,0.76517,0.75993,0.75634,0.75634,,E: Estimated data
238,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,364,Iran (Islamic Republic of),5,127,Southern Asia (excluding India),Country,54.19766348,32.74370885,IRN,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.91911,0.91827,0.91717,0.91522,0.91303,0.9103,0.90705,0.90366,0.89988,0.89667,0.89342,0.88959,0.88611,0.88335,0.87978,0.87714,0.87392,0.87068,0.86779,0.86409,0.86049,0.85743,0.85506,0.8521,0.84863,0.84529,0.84213,0.83841,0.83583,0.83583,,E: Estimated data
